,dem_data,sin_slope,cos_aspect,sin_aspect
med,345.2990417480469,0.10651609301567078,0.02537093125283718,0.008985517546534538
qmin,26.011276245117188,0.007958950474858284,-0.9880567789077759,-0.9883748888969421
qmax,1674.464599609375,0.5679880976676941,0.9896059036254883,0.9880805611610413
